movie,year,imdb,votes
Trouble in Paradise,1932,8.2,11403
The Sign of the Cross,1932,6.9,1750
Blonde Venus,1932,7.2,3697
A Farewell to Arms,1932,6.5,4251
Vampyr,1932,7.6,13321
Love Affair,1932,5.9,312
The Penguin Pool Murder,1932,7,823
Doctor X,1932,6.5,2413
Blessed Event,1932,7.1,408
I Am a Fugitive from a Chain Gang,1932,8.1,10276
Horse Feathers,1932,7.7,10621
Bird of Paradise,1932,6.1,911
Rain,1932,6.9,2108
Murders in the Rue Morgue,1932,6.4,3160
Red Dust,1932,7.4,3291
Slightly Married,1932,6.7,35
Three on a Match,1932,7.3,2789
Love Me Tonight,1932,7.7,3214
The Mask of Fu Manchu,1932,6.4,2739
What Price Hollywood?,1932,7.6,1726
The Blood of a Poet,1932,7.5,4961
Little Orphan Annie,1932,6.8,43
Pack Up Your Troubles,1932,7.3,1731
"I Was Born, But...",1932,8,4077
A Bill of Divorcement,1932,6.6,1289
Number 17,1932,5.8,4044
The Purchase Price,1932,6.5,1187
Forbidden,1932,7,1050
The Thirteenth Guest,1932,5.9,564
The Bitter Tea of General Yen,1932,7.1,3006
Rasputin and the Empress,1932,6.7,747
Blondie of the Follies,1932,7.7,988
If I Had a Million,1932,7.1,1362
Destry Rides Again,1932,7,64
The Death Kiss,1932,6.1,799
Red-Headed Woman,1932,7.1,2301
Boudu Saved from Drowning,1932,7.5,4584
No Man of Her Own,1932,6.7,917
Thirteen Women,1932,6.3,941
Strange Interlude,1932,5.9,536
Million Dollar Legs,1932,7.1,894
One Way Passage,1932,8,2879
The Animal Kingdom,1932,6.5,836
Madame Butterfly,1932,6.4,234
Devil and the Deep,1932,6.4,374
Jewel Robbery,1932,7.4,1455
Hot Saturday,1932,6.6,832
Sinners in the Sun,1932,6.1,198
"20,000 Years in Sing Sing",1932,7.1,2087
Letty Lynton,1932,5.8,314
Three Wise Girls,1932,6.6,453
The Rich Are Always with Us,1932,7,698
This Is the Night,1932,6.7,475
Broken Lullaby,1932,7.7,722
American Madness,1932,7.5,1631
Taxi!,1932,6.7,1004
Kongo,1932,6.6,767
Hell's House,1932,6.3,834
Smilin' Through,1932,7,913
Chandu the Magician,1932,6.3,768
Speak Easily,1932,6,752
The Cabin in the Cotton,1932,7.1,1275
So Big!,1932,7.2,1171
Night World,1932,7,273
One Hour with You,1932,7.3,1755
Queen of Atlantis,1932,6.1,475
As You Desire Me,1932,6.5,535
Night After Night,1932,6.9,543
Indrasabha,1932,7.1,9
The Match King,1932,7,417
The Blue Light,1932,6.9,998
The Man Who Played God,1932,7.5,773
Arsène Lupin,1932,7.1,755
Lawyer Man,1932,6.6,563
Haunted Gold,1932,5.6,484
The Hatchet Man,1932,6.4,615
Back Street,1932,7.1,446
The Big Broadcast,1932,7,170
Movie Crazy,1932,7.2,1228
The Hurricane Express,1932,5.5,452
The Last Mile,1932,6.3,289
Tiger Shark,1932,6.5,664
The Last of the Mohicans,1932,5.8,101
The Famous Ferguson Case,1932,6.8,157
Merrily We Go to Hell,1932,6.8,643
The Shadow of the Eagle,1932,5.8,286
The Dark Horse,1932,7.2,860
Faithless,1932,6.8,418
Night Court,1932,7.1,303
Call Her Savage,1932,7.1,627
Mr. Robinson Crusoe,1932,5.8,320
Rockabye,1932,5.8,292
Two Seconds,1932,7,783
The Beast of the City,1932,6.9,924
Red-Haired Alibi,1932,5.9,130
Alias the Doctor,1932,6.1,191
Union Depot,1932,7.1,654
Two-Fisted Law,1932,5.8,278
Texas Cyclone,1932,6.2,244
Central Park,1932,6.3,206
Skyscraper Souls,1932,7.2,637
The Kid from Spain,1932,7.4,418
Shopworn,1932,6.5,528
Law and Order,1932,7,211
Air Mail,1932,6.4,303
Rome Express,1932,6.6,283
The Phantom of Crestwood,1932,6.7,422
Downstairs,1932,7.7,1524
The Sign of Four: Sherlock Holmes' Greatest Case,1932,6,420
The Lost Squadron,1932,6.5,554
Vanity Fair,1932,5.7,213
Virtue,1932,7.1,541
Tom Brown of Culver,1932,7,92
"Ride Him, Cowboy",1932,5.4,521
The Wet Parade,1932,6.4,335
The Crowd Roars,1932,6.4,880
Big City Blues,1932,6.3,414
Beauty and the Boss,1932,7,394
The Monster Walks,1932,4.1,706
Flesh,1932,6.5,425
Sky Devils,1932,5.7,63
Wooden Crosses,1932,7.8,986
The Greeks Had a Word for Them,1932,6.3,304
Ivan,1932,6.6,167
Life Begins,1932,6.7,305
The Mouthpiece,1932,7.1,411
Lilac,1932,6.8,132
Polly of the Circus,1932,7.3,939
Cock of the Air,1932,7.3,41
The Trial of Vivienne Ware,1932,6.9,61
Hell's Highway,1932,6.9,531
The Menace,1932,7.1,366
Manhattan Tower,1932,6.7,124
Lady with a Past,1932,6.6,231
By Whose Hand?,1932,6.8,81
The Strange Love of Molly Louvain,1932,6.5,326
Strangers in Love,1932,7.2,83
Me and My Gal,1932,6.7,735
The Crooked Circle,1932,6.2,249
Frisco Jenny,1932,6.9,783
Symphony of Six Million,1932,6.2,302
The Savage Girl,1932,4.8,147
The Son-Daughter,1932,5.8,113
The Conquerors,1932,6.4,213
Kuhle Wampe oder: Wem gehört die Welt?,1932,6.7,558
Payment Deferred,1932,6.9,489
The Misleading Lady,1932,5.8,74
Landskamp,1932,6.2,26
Winner Take All,1932,6.2,414
Ladies of the Jury,1932,6.3,208
The Big Stampede,1932,5.8,398
Lady and Gent,1932,5.7,101
The Phantom Fiend,1932,5.8,234
New Morals for Old,1932,5.4,170
Love Is a Racket,1932,6.4,357
The Crash,1932,6,235
Night at the Crossroads,1932,6.7,536
Are You Listening?,1932,7.2,430
State's Attorney,1932,6.8,279
Emma,1932,7.1,720
The Impatient Maiden,1932,6.7,109
The Passionate Plumber,1932,6,350
Miss Pinkerton,1932,6.1,314
Looking on the Bright Side,1932,6.6,33
Prosperity,1932,6.5,188
Behind the Mask,1932,6.2,186
Dancers in the Dark,1932,6.1,79
Love Bound,1932,5.5,72
Wayward,1932,6.6,22
High Pressure,1932,6.7,324
Those We Love,1932,6.3,57
Divorce in the Family,1932,6.2,91
Play Girl,1932,6,211
Charlie Chan's Chance,1932,7.9,350
F.P.1 Doesn't Answer,1932,6.2,176
Fanny,1932,7.7,1288
Heritage of the Desert,1932,6,74
You Said a Mouthful,1932,6.3,266
Fast Life,1932,7.7,454
Wedding Rehearsal,1932,6.1,197
Is My Face Red?,1932,6.5,87
The Devil Horse,1932,6.8,25
The All-American,1932,6.2,19
Cynara,1932,7,493
Street of Women,1932,6.2,210
The Half-Naked Truth,1932,6.5,427
Klondike,1932,6,72
Santa,1932,6.9,145
Young America,1932,6.6,163
Once in a Lifetime,1932,6.8,145
Sherlock Holmes,1932,5.5,112
Okay America!,1932,7.1,51
Westward Passage,1932,5.6,203
Three Musketeers,1932,6.4,35
The Phantom Express,1932,5.4,138
6 Hours to Live,1932,6.4,86
The Painted Woman,1932,6.5,33
The Tenderfoot,1932,5.9,243
Secrets of the French Police,1932,5.8,185
Strangers of the Evening,1932,5.2,149
The Cohens and Kellys in Hollywood,1932,6.6,15
Hat Check Girl,1932,7.1,24
Where Now Are the Dreams of Youth,1932,7,384
Bhakta Prahlada,1932,8.3,46
Stranger in Town,1932,6.3,87
Unashamed,1932,6.2,142
Roar of the Dragon,1932,6.4,143
That's My Boy,1932,4.9,50
Two Kinds of Women,1932,6.7,28
The Girl from Chicago,1932,5,91
She Wanted a Millionaire,1932,5.9,35
Hearts of Humanity,1932,6.2,30
The Crusader,1932,6.6,46
The Living Dead,1932,6.4,70
Evenings for Sale,1932,7.1,47
Devil's Lottery,1932,6.4,5
Society Girl,1932,5.8,20
Daïnah la métisse,1932,7.1,121
A Successful Calamity,1932,6.9,249
The Phantom President,1932,6,108
The Broken Wing,1932,5.3,11
Silver Dollar,1932,6.5,251
Girl Crazy,1932,6.3,186
The Age of Consent,1932,6,227
Der Rebell,1932,6.4,37
The Wiser Sex,1932,7,22
What Scoundrels Men Are!,1932,7,229
Ten Minutes to Live,1932,3.9,135
Tess of the Storm Country,1932,6.9,32
Reserved for Ladies,1932,6.5,83
Poil de carotte,1932,7.6,425
King Kong,1933,7.9,72382
Beauty for Sale,1933,6.7,286
Lady Killer,1933,7.1,1406
The Women in His Life,1933,6.5,129
Day of Reckoning,1933,6.5,161
42nd Street,1933,7.6,9356
The Invisible Man,1933,7.7,25309
Goldie Gets Along,1933,4.9,92
Duck Soup,1933,8,51444
Gold Diggers of 1933,1933,8,6385
Whistling in the Dark,1933,6.6,201
Ecstasy,1933,6.8,1767
Little Women,1933,7.3,5400
Footlight Parade,1933,7.7,4078
The Kennel Murder Case,1933,7,2519
Mystery of the Wax Museum,1933,6.9,4060
Baby Face,1933,7.6,5170
She Done Him Wrong,1933,6.5,4833
Alice in Wonderland,1933,6.5,1683
Sons of the Desert,1933,7.7,6656
Dinner at Eight,1933,7.8,6737
Design for Living,1933,7.6,4820
The Testament of Dr. Mabuse,1933,7.9,10004
Lady for a Day,1933,7.5,3347
Cavalcade,1933,6,3801
Flying Down to Rio,1933,6.7,2989
The Private Life of Henry VIII.,1933,7.2,3180
I'm No Angel,1933,7,2624
The Son of Kong,1933,5.8,3393
The Story of Temple Drake,1933,7.2,883
College Coach,1933,6,335
Bombshell,1933,7.3,1999
Roman Scandals,1933,7.4,487
Morning Glory,1933,6.6,2274
The Devil's Brother,1933,7.2,1568
The King's Vacation,1933,6.8,161
The Eagle and the Hawk,1933,7.1,858
Bureau of Missing Persons,1933,7,887
The Ghoul,1933,5.9,1925
Sagebrush Trail,1933,5.4,883
Midnight Mary,1933,7.1,1013
Dancing Lady,1933,6.7,1725
The Vampire Bat,1933,5.7,1820
Today We Live,1933,5.8,877
The Prizefighter and the Lady,1933,6.4,630
Christopher Strong,1933,6.4,1086
College Humor,1933,6,148
Our Flags Lead Us Forward,1933,7,1527
The Barbarian,1933,6.2,383
Elysia (Valley of the Nude),1933,6.3,71
Girl Missing,1933,6.7,249
The Song of Songs,1933,6.8,540
Ladies They Talk About,1933,6.7,1128
The Sin of Nora Moran,1933,6.9,302
A Study in Scarlet,1933,5.7,687
The Keyhole,1933,6.5,415
Female,1933,6.8,1377
Our Betters,1933,6.3,486
Queen Christina,1933,7.8,6425
Tarzan the Fearless,1933,5.3,547
Ever in My Heart,1933,6.7,504
Wild Boys of the Road,1933,7.5,1580
The Little Giant,1933,7.1,879
State Fair,1933,6.9,649
Hold Your Man,1933,6.9,1135
Professional Sweetheart,1933,6.3,427
Murders in the Zoo,1933,6.6,772
The Mayor of Hell,1933,7,1192
Riders of Destiny,1933,5.5,793
Eskimo,1933,7.1,271
Topaze,1933,6.9,697
The Three Musketeers,1933,5.4,333
When Ladies Meet,1933,6.9,754
His Private Secretary,1933,5.7,517
Secret of the Blue Room,1933,6.5,529
Night of Terror,1933,5.7,314
Perfect Understanding,1933,7,577
Grand Slam,1933,5.8,210
Penthouse,1933,6.9,829
Convention City,1933,8.6,35
Central Airport,1933,6.3,324
The Whispering Shadow,1933,5.5,135
To the Last Man,1933,6.5,410
Zoo in Budapest,1933,6.9,364
Private Detective 62,1933,6.7,493
The Emperor Jones,1933,6.5,741
White Woman,1933,6.3,153
Victor and Victoria,1933,6.9,332
Havana Widows,1933,6.4,328
Secrets,1933,7.4,509
The Thundering Herd,1933,5.8,144
Picture Snatcher,1933,7.1,1194
International House,1933,7.1,1073
The Patriots,1933,7.4,778
Hard to Handle,1933,6.9,542
Deluge,1933,6.2,237
Supernatural,1933,6.3,434
The Woman Accused,1933,6.8,155
Only Yesterday,1933,7.7,271
The Life of Jimmy Dolan,1933,6.7,417
The Power and the Glory,1933,6.9,525
Gabriel Over the White House,1933,6.4,1033
Man's Castle,1933,7.4,1164
Liebelei,1933,7.7,1130
Going Hollywood,1933,7.7,1549
Night Flight,1933,6.3,608
Employees' Entrance,1933,7.3,911
Ace of Aces,1933,6.4,265
Double Harness,1933,6.9,924
The Wandering Jew,1933,6.8,52
The Silver Cord,1933,7,234
Broadway Bad,1933,6.2,124
Adventures of Don Quixote,1933,6.5,273
Hell Below,1933,6.6,408
The Woman I Stole,1933,6.8,30
A Shriek in the Night,1933,5.4,724
Ex-Lady,1933,7,896
The Bowery,1933,7,372
Before Midnight,1933,6.1,107
Berkeley Square,1933,6.6,627
Tugboat Annie,1933,7.1,524
The Telegraph Trail,1933,6,403
Fighting with Kit Carson,1933,6.4,51
Counsellor-at-Law,1933,7.6,1010
I Loved a Woman,1933,6,224
What-No Beer?,1933,5.6,379
Turn Back the Clock,1933,6.8,282
Reunion in Vienna,1933,6,208
The Last Will of Dr. Mabuse,1933,7.8,692
Oliver Twist,1933,5,286
I Cover the Waterfront,1933,6.3,414
She Had to Say Yes,1933,6,298
Jennie Gerhardt,1933,7.4,70
After Tonight,1933,6.1,205
Hoopla,1933,6.9,208
In the Wake of the Bounty,1933,5.1,213
Ray of Sunshine,1933,7.6,131
The Warrior's Husband,1933,8.1,14
King of the Jungle,1933,6.6,76
Goodbye Again,1933,6.4,348
Hot Pepper,1933,6,82
Heroes for Sale,1933,7.8,1883
Hans Westmar,1933,7.7,1250
The House on 56th Street,1933,7.3,470
The Ghost Camera,1933,6.3,273
Rafter Romance,1933,6.7,631
Sensation Hunters,1933,5.8,116
Take a Chance,1933,7.6,27
Chance at Heaven,1933,6.1,388
Passing Fancy,1933,7.5,1092
The Man from Monterey,1933,5.3,391
Doctor Bull,1933,6.6,445
Three Cornered Moon,1933,6.7,348
Somewhere in Sonora,1933,5.5,277
Tonight Is Ours,1933,7,81
No Other Woman,1933,6,300
Dragnet Girl,1933,7.1,545
Ann Vickers,1933,6.2,490
The World Changes,1933,6.8,308
Cheating Blondes,1933,6.7,34
Sitting Pretty,1933,6.9,91
Another Language,1933,6.6,249
"Hello, Sister!",1933,6.6,95
Hallelujah I'm a Bum,1933,7,688
Jungle Bride,1933,5.6,91
The Monkey's Paw,1933,7.1,64
Pettersson & Bendel,1933,5.3,15
The Sphinx,1933,5.9,284
Meet the Baron,1933,5.8,199
"Mary Stevens, M.D.",1933,6.6,332
Lilly Turner,1933,6.6,298
Captured!,1933,6.6,327
Girl Without a Room,1933,6.7,35
Midnight Club,1933,6.8,63
Infernal Machine,1933,7,6
His Double Life,1933,6.5,256
The Stranger's Return,1933,7,378
Bed of Roses,1933,6.5,596
The Narrow Corner,1933,6.3,217
Friday the Thirteenth,1933,7,281
Blondie Johnson,1933,6.7,242
Woman of Tokyo,1933,7.2,662
The Working Man,1933,7.5,683
The White Sister,1933,6,281
Pilgrimage,1933,7.3,465
Broadway Thru a Keyhole,1933,7,184
Clear All Wires!,1933,6.1,98
Tomorrow at Seven,1933,5.7,204
Perils of Pauline,1933,6.3,97
Broadway to Hollywood,1933,5.8,185
Gambling Ship,1933,6.3,138
The World Gone Mad,1933,4.8,398
Made on Broadway,1933,6.3,124
From Headquarters,1933,6.4,205
From Hell to Heaven,1933,6.2,63
Charlie Chan's Greatest Case,1933,7.8,350
Too Much Harmony,1933,6.2,48
Ann Carver's Profession,1933,6,153
The Wolf Dog,1933,5.9,22
Parachute Jumper,1933,7.1,664
One Man's Journey,1933,6.8,422
Don't Bet on Love,1933,6.1,68
Narcotic,1933,3.9,233
Keisatsukan,1933,7.2,74
A Bedtime Story,1933,7.1,73
Gallant Lady,1933,7.1,72
Shanghai Madness,1933,6.7,22
The Devil's in Love,1933,6.2,86
The Intruder,1933,5.1,79
Fast Workers,1933,7.6,688
Myrt and Marge,1933,7,70
Blood Money,1933,7,258
My Weakness,1933,6.3,22
The Sweetheart of Sigma Chi,1933,6.9,24
The Man from Toronto,1933,7.1,77
The Masquerader,1933,6.5,156
Jul-14,1933,7.2,283
"Aggie Appleby, Maker of Men",1933,6.7,179
Adorable,1933,6.2,88
Moonlight and Pretzels,1933,7,77
I Was a Spy,1933,6.7,123
The Kiss Before the Mirror,1933,6.8,266
Melody Cruise,1933,6.2,160
Mr. Broadway,1933,6.1,7
Goodbye Love,1933,5.7,83
Taki no shiraito,1933,7.5,302
Tillie and Gus,1933,7,385
By Candlelight,1933,7.3,75
The Mad Game,1933,5.7,29
Laughing at Life,1933,5.3,72
One Year Later,1933,6.9,51
Tout pour l'amour,1933,5.4,10
Saturday's Millions,1933,7.5,16
I Am Suzanne!,1933,7.3,70
Japanese Girls at the Harbor,1933,7,470
High and Low,1933,7.1,37
Scarlet River,1933,6.3,127
The Shadow,1933,6.3,87
The Solitaire Man,1933,6.5,228
One Sunday Afternoon,1933,6.8,471
Man of the Forest,1933,5.7,127
La tête d'un homme,1933,7.3,267
S.O.S. Iceberg,1933,6.5,107
Twin Husbands,1933,6.8,67
Peg o' My Heart,1933,7.9,1203
The Good Companions,1933,7.2,164
A Song of Lisbon,1933,7.8,1125
Damaged Lives,1933,4.3,121
Brief Moment,1933,6.4,206
Murder on the Blackboard,1934,6.8,477
March of the Wooden Soldiers,1934,7.3,5321
It Happened One Night,1934,8.1,82489
Murder in the Private Car,1934,6.3,373
It's a Gift,1934,7.4,4394
Flirtation Walk,1934,5.8,527
Twenty Million Sweethearts,1934,6.5,315
Hollywood Party,1934,6.2,651
Happiness Ahead,1934,6.7,218
The Thin Man,1934,8.1,23568
Dames,1934,7.2,1619
The Man Who Knew Too Much,1934,6.9,14850
Imitation of Life,1934,7.6,3490
The Black Cat,1934,7.1,7883
The Dragon Murder Case,1934,6.3,401
Of Human Bondage,1934,7.3,5308
The Gay Divorcee,1934,7.6,6085
Bright Eyes,1934,7.3,1799
The Count of Monte Cristo,1934,7.5,2157
The Scarlet Empress,1934,7.7,5012
Death Takes a Holiday,1934,7.2,1428
Tarzan and His Mate,1934,7.6,4372
The Scarlet Pimpernel,1934,7.5,3440
Twentieth Century,1934,7.8,5192
Treasure Island,1934,7.2,2083
Open All Night,1934,5.7,22
Anne of Green Gables,1934,7.1,922
Manhattan Melodrama,1934,7.2,3084
The Trail Beyond,1934,5.4,648
L'Atalante,1934,7.8,12515
Cleopatra,1934,6.9,3006
The Lost Patrol,1934,6.9,2629
Jimmy the Gent,1934,7,1361
Judge Priest,1934,6.4,1662
Maniac,1934,3.5,1843
A Story of Floating Weeds,1934,7.9,2530
The Lucky Texan,1934,5.6,894
The Merry Widow,1934,7.4,2280
Thunder in the East,1934,5.9,17
Les Misérables,1934,8.1,1303
Born to Be Bad,1934,6.3,907
The House of Rothschild,1934,6.8,848
Evelyn Prentice,1934,6.9,1229
Midnight,1934,5.7,672
The Lawless Frontier,1934,5.1,726
Strauss' Great Waltz,1934,6.1,1083
Upper World,1934,6.5,406
Our Daily Bread,1934,7.2,1172
Moscow Laughs,1934,7.1,741
The Painted Veil,1934,6.7,1127
Blue Steel,1934,5.4,1204
Charlie Chan in London,1934,7.3,1647
Murder at the Vanities,1934,6.7,520
Merry Wives of Reno,1934,6.1,172
The Barretts of Wimpole Street,1934,7,1392
Wonder Bar,1934,7,526
Viva Villa!,1934,6.5,1007
Heat Lightning,1934,7.2,504
Fashions of 1934,1934,7.1,1004
"Hips, Hips, Hooray!",1934,6.6,338
The Man from Utah,1934,5.2,826
Red Morning,1934,6.1,41
"Little Man, What Now?",1934,7.4,392
Fog Over Frisco,1934,7,1153
"Baby, Take a Bow",1934,6.6,732
Operator 13,1934,7.7,1160
The Scarlet Letter,1934,5.4,283
Now and Forever,1934,6.6,789
The Secret Bride,1934,6.2,394
The 9th Guest,1934,7,291
Kid Millions,1934,7.6,401
Moulin Rouge,1934,6.7,91
Housewife,1934,6.8,687
Belle of the Nineties,1934,6.6,518
Little Miss Marker,1934,7.1,1071
Stand Up and Cheer!,1934,5.7,380
Spitfire,1934,5.5,599
Madame Du Barry,1934,6.5,157
Orient Express,1934,7.4,19
Liliom,1934,7,942
The Little Minister,1934,6.4,601
The Man with Two Faces,1934,6.4,437
Broadway Bill,1934,6.7,807
We Live Again,1934,6.2,361
Forsaking All Others,1934,6.2,963
George White's Scandals,1934,6.5,44
Thirty Day Princess,1934,6.9,586
Jane Eyre,1934,4.4,305
The Star Packer,1934,5.3,821
'Neath the Arizona Skies,1934,5.1,738
Kiss and Make-Up,1934,6,437
Ready for Love,1934,5.8,20
Bad Seed,1934,6.1,577
Zouzou,1934,6.5,411
The Goddess,1934,7.8,1468
Search for Beauty,1934,6.3,497
Dark Hazard,1934,6.3,370
I've Got Your Number,1934,6.5,215
Bolero,1934,6.8,229
Mandalay,1934,7,545
The Lemon Drop Kid,1934,6.6,38
Chapayev,1934,7.4,994
One Night of Love,1934,5.9,445
The Cat's-Paw,1934,6.9,1038
The Big Shakedown,1934,6.8,649
West of the Divide,1934,5.4,697
Bedside,1934,6.3,205
Riptide,1934,6.4,447
British Agent,1934,6.2,406
No Greater Glory,1934,7.1,298
The Case of the Howling Dog,1934,6.9,513
Here Comes the Navy,1934,6.4,663
Gambling Lady,1934,6.8,652
The Rise of Catherine the Great,1934,6.5,504
Six of a Kind,1934,6.9,552
The Affairs of Cellini,1934,6.1,292
The Age of Innocence,1934,6.4,313
Great Expectations,1934,6.3,129
House of Mystery,1934,4.9,222
Chained,1934,5.9,717
A Lost Lady,1934,6.1,382
"Hi, Nellie!",1934,6.9,354
Stingaree,1934,5.9,373
Sadie McKee,1934,6.7,979
The Private Life of Don Juan,1934,6.4,470
Randy Rides Alone,1934,5.4,769
Mystery Liner,1934,4.6,337
The Last Gentleman,1934,7.1,71
The Old Curiosity Shop,1934,6.2,73
Gold,1934,6.8,153
Evergreen,1934,6.9,445
Young and Beautiful,1934,7.2,272
The Ghost Walks,1934,5.7,343
The Life of Vergie Winters,1934,6.7,204
Men in White,1934,6.4,552
The Woman of the Port,1934,7.4,268
The New Relative,1934,7.4,52
Stamboul Quest,1934,6.4,346
The Mysterious Mr. Wong,1934,4.8,597
Palooka,1934,6.2,258
You're Telling Me!,1934,7.6,878
Madame Bovary,1934,6.7,318
Woman in the Dark,1934,6,230
Nell Gwyn,1934,6.6,80
Tomorrow's Children,1934,5.9,104
Marie Galante,1934,5.8,261
The Richest Girl in the World,1934,6.4,653
The Woman Condemned,1934,4.6,126
Karl Fredrik Reigns,1934,6.9,14
The Mighty Barnum,1934,6.8,66
A Modern Hero,1934,6.4,149
Music in the Air,1934,8,852
He Was Her Man,1934,6.3,383
The Moonstone,1934,5.1,227
Easy to Love,1934,6.6,249
Anderssonskans Kalle,1934,5.6,21
Honor of the Range,1934,6.5,42
Bottoms Up,1934,5.8,99
Wagon Wheels,1934,5.9,171
Crime Without Passion,1934,7.2,334
Peer Gynt,1934,7.4,14
Hide-Out,1934,7,581
The Old Fashioned Way,1934,7.6,792
Black Moon,1934,6.1,438
Smarty,1934,5.7,282
Noedebo Vicarage,1934,6.5,43
Here Is My Heart,1934,7.1,76
Wharf Angel,1934,5.9,33
Bulldog Drummond Strikes Back,1934,7.2,255
There's Always Tomorrow,1934,6.7,35
The Defense Rests,1934,6.8,66
Ladies Should Listen,1934,6.4,189
Caravan,1934,6.8,66
The Road to Ruin,1934,4.9,235
We're Not Dressing,1934,6.3,648
Power,1934,6.6,140
Sequoia,1934,6.8,100
The World Moves On,1934,6,272
White Heat,1934,6.8,34
The Captain Hates the Sea,1934,7.5,594
Nana,1934,6.1,188
Kansas City Princess,1934,6.3,189
The Marines Are Coming,1934,6.9,192
The Band Plays On,1934,6.2,40
Frontier Days,1934,4.4,56
The Third Sex,1934,5.2,10
Four Frightened People,1934,6.2,465
Little Men,1934,5.9,36
The Girl from Missouri,1934,6.7,933
Finishing School,1934,6.4,407
In Love with Life,1934,5.5,40
Mystery Mountain,1934,7.3,69
Everybody's Woman,1934,7.5,638
The Cat and the Fiddle,1934,6.7,316
College Rhythm,1934,6.6,41
Green Eyes,1934,5.3,184
Change of Heart,1934,6.2,222
The Gay Bride,1934,6.6,378
A Wicked Woman,1934,6.8,132
"Come On, Marines!",1934,6.2,24
What Every Woman Knows,1934,6.8,269
En stilla flirt,1934,5.9,30
"Father Brown, Detective",1934,6.2,30
Now I'll Tell,1934,6.4,132
Kentucky Kernels,1934,6,268
Flirtation,1934,5.6,29
